score,text,critic,date,title,platform
40,"This will probably be held up as anti-intellectual in some way, or part of the crowd who scream every time they see a ""walking simulator"" (a grossly reductive label), but really, this just isn't good art. Of course that's subjective and sure, maybe you'll be profoundly moved in a way that we didn't experience, but we'd wager it's unlikely. It's a game that seems to coast along and then just... fizzle out with no major revelation or real hook. What's a generous word for that? Meditative. It's meditative. Really meditative. Sort of like... sleeping.",Nintendo Life,"Apr  2, 2022",A Memoir Blue,Switch
100,"There’s something really special about a well-crafted puzzle game. The difficulty has to be just right—taking mental equity to solve but not so easy as to be dull. There needs to be a clear logic to the puzzles throughout that acts as a foundation for each sequential one to build off of. What elevates it even further is world building and music design that sews it up into a tight, cohesive experience. A Monster's Expedition’s quick hits of small puzzles passes all of those criteria with flying colors, and you owe it to yourself to give it a look.",NintendoWorldReport,"Aug 31, 2021",A Monster's Expedition,Switch
100,"Overall, A Monster’s Expedition is magnificent. The structure perfectly suits itself to portable play with its interconnected set of islands that you can slowly chip at while on a break or while grabbing a coffee. This release gets everything right and I hope it does well enough to warrant a physical release. If you’ve wanted a relaxing and well-designed puzzle game on Switch, look no further than A Monster’s Expedition which is one of the best games I’ve played this year on the system.",TouchArcade,"Aug 17, 2021",A Monster's Expedition,Switch
90,"A Monster’s Expedition is a brilliant little puzzler. It gets incredible mileage out of a simple mechanic and manages to use it in unexpected ways. The game’s Zen-like presentation, open-ended exploration, and sense of humor create a relaxing environment that soothes away the frustrations found in other puzzle games. I do wish I had a little assistance in the late-game portion, but maybe I’m the only one who needs it.",Hey Poor Player,"Sep  2, 2021",A Monster's Expedition,Switch
80,"A Monster’s Expedition shakes up the puzzling genre with an enormous map, combining tiny individual puzzles with an empowering sense of exploration. Gorgeous graphics and witty writing mean it mostly succeeds, let down only slightly when its ambitious scale becomes daunting.",Switch Player,"Aug 31, 2021",A Monster's Expedition,Switch
75,If you're looking for a chill albeit tricky puzzler with an excellent sense of humour then I highly recommend playing A Monster's Expedition. Its blend of exploration and clever puzzles makes for one stand-out tree-toppling experience.,Video Chums,"Aug 21, 2021",A Monster's Expedition,Switch
95,"Glee-Cheese Studio’s motto is to develop innovative games with a strong artistic identity. With A Musical Story, they have done exactly this. It plays and looks like no other rhythm game out there and, to me, is close to faultless. I am very excited to see what they will produce next. Here’s hoping for an album release of the soundtrack on streaming services… Please!",NintendoWorldReport,"Mar  3, 2022",A Musical Story,Switch
85,"A Musical Story is a short rhythm game that stands out with genuinely good original music, a touching story, and amazing visuals. If you’re a fan of music, art, or all things creative, this game is certainly right up your alley.",Pure Nintendo,"Mar 15, 2022",A Musical Story,Switch
80,"A Musical Story isn’t a conventional rhythm game. This adventure focuses on the story, if your goal is to achieve high scores, you have to look elsewhere. Albeit on the short side, this is an enjoyable road trip with vibrant visuals and groovy music.",PC Games,"Jun 12, 2022",A Musical Story,Switch
80,"We found A Musical Story easy to lose ourselves in, despite the difficulty. Others may not be so forgiving, but if you’re looking for a new rhythm action title for your Switch this is an almost essential purchase.",Gamezebo,"May 10, 2022",A Musical Story,Switch
80,"A Musical Story is honestly a fantastic entry in the rhythm game genre. Combining storytelling and rhythm gameplay makes it very original. What's special is that it almost teaches you how to listen to music because of the way that you have to play the game, challenging you without making it impossible, creating a rewarding experience that you can take away from. The songs themselves are so good to listen to and play that you'll probably find yourself wanting to play them again. The story itself certainly makes the game worth playing from start to finish, with great characters and settings. The 70s backdrop gives it that extra edge. The central character Gabriel, while with his own flaws and personal battles, is very endearing. The love interest Amelia also makes a great addition to the cast, her presence and the romance not feeling too forced. All in all, A Musical Story takes you on a special journey, and it would be great to see more games like this.",KeenGamer,"Mar 14, 2022",A Musical Story,Switch
80,"A Musical Story seamlessly combines genres to create an unforgettable experience. Its rhythm segments are a refreshing take on conventions, helping it gain its own identity. In addition, the narrative is expertly delivered and takes advantage of its unique art style. Highlighted through its powerful imagery and stellar soundtrack, this sensitive coming of age story is a sumptuous and sentimental observation of a bygone era.",COGconnected,"Mar  2, 2022",A Musical Story,Switch
70,"In its mission to make you listen to its music, A Musical Story practically hands you a blindfold. The story asks you to relax into its acid-trip jam-session cool, but somewhat harshes the mellow with its insistence on repeating long phrases until they’re perfect. However, it looks and sounds fabulous, and will reward perseverance and repeated plays.",Nintendo Life,"Mar 15, 2022",A Musical Story,Switch
60,"The biggest problem with A Musical Story comes in its gameplay mechanics, though. You play the tunes in sliced out sections, and you have to hit every note perfectly before the game will let you move on. And unless you’re really good with audio cues, you’re going to fail a lot. The worst thing is that once you’ve missed a note, you know you can’t succeed but you still have to finish out the slice anyway. It’s aggravating in the worst way. You never get that feeling of being one with the music that you get with better rhythm games. Great music, an uneven story, and unpleasant gameplay make for a very rocky road trip indeed.",TouchArcade,"Mar  9, 2022",A Musical Story,Switch
