score,text,critic,date,title,platform
833,10,So good game.It's better than Zero Escape 999.And the The quality of the game performance has improved a lot.,ParkerDk,"Feb 11, 2020",AI: The Somnium Files,Switch
834,10,"It's from Kotaro Uchikoshi, and that's is enough for give it a chance. A game that truly deserves more attention.",Pokk_Gon,"Feb 11, 2020",AI: The Somnium Files,Switch
835,10,"There's proof via the waybackmachine that this game has been review bombed. Which is idiotic considering how great this game is; in no way does it deserve its artificially low rating. I both played this game and watched twitch streams of it. The engaging story, gripping plot twists, and surprisingly good characters always drew people into it. It's a VN so the gameplay may not be everyone, but the puzzles were enjoyable and contributed much to the overall mystery of the game. I did have some issue with the way too numerous pervy jokes and odd references and humor, but those were small detractors that were vastly outweighed by the game's positives. I loved being surprised at every plot twist and the final twist made perfect sense. Uchikoshi really knows how to put foreshadowing in the right places with few plot holes. And man, the English voice actors were amazing as well! Don't believe the low user score which was mostly just bot ratings instead of actual reviews. Someone was clearly butthurt.",cassiopeia2020,"Feb 10, 2020",AI: The Somnium Files,Switch
836,10,"An absolute masterpiece of a game from the mind of Kotaro Uchikoshi. An extremely well-plotted murder mystery with phenomenal characters (brought to life by equally phenomenal voice talent), incredible music, and an interesting gameplay loop of exploring dreams. Also quite possibly one of the funniest yet heartwarming games I've played in a while, with patently absurd humor spread throughout and a genuine sense of sincerity that occasionally goes intentionally full-cheesy because you know what sometimes cheese is the best. If you like good murder mysteries and fleshed out characters that can make you cry both from laughter and from feels, sometimes simultaneously, then get this game.",shedvolans,"Feb 10, 2020",AI: The Somnium Files,Switch
837,10,"This game is awesome. The story is very engaging and you can't stop playing. If you liked Nonary Games, this is your game.",Kyuuchan,"Feb 10, 2020",AI: The Somnium Files,Switch
838,10,A good combination of Adventure elements and visual novel ones with an excellent story that worth your time.,Rhizome,"Feb 11, 2020",AI: The Somnium Files,Switch
839,9,"I thoroughly enjoyed AI from beginning to the end! It gave enough Zero Escape vibes to satisfy while being a completely different game that was refreshing. It doesn't take itself seriously yet tugged heartstrings and made me shed tears. The story is intriguing enough without being overly convoluted, giving you enough hints to figure things out as you go along before hitting you the full reveal. (With shout outs to the zero escape series too!) The switch version can be pretty laggy at times which sometimes makes serious scenes feel slightly anticlimactic but the story, music and characters more than makes up for it. I enjoyed the amount of details that goes into ""optional"" things (e.g conversations that are optionals, different dialogues when investigating the same items, etc). The characters really made me care for them in a way that made me feel lonely when I finished the game. It is a great and very satisfying game to play!",Hotori,"Feb 11, 2020",AI: The Somnium Files,Switch
840,10,Amazing story full of great characters! Only a few games have made me cry and AI is one of them,pauliinun,"Feb 11, 2020",AI: The Somnium Files,Switch
841,10,"It's a great game, especially if you like mystery novels (PS. Review bombers can go suck a d*ck)",Zippoiii,"Feb 11, 2020",AI: The Somnium Files,Switch
842,10,"What more can I say about this game. It had a great story, voice acting was amazing and the characters were loveable. I enjoyed streaming this game on my channel a few months back and would do it again. As a fan of the Zero Escape series I can't ask for title from the development team.",TiffanyWitcher,"Feb 11, 2020",AI: The Somnium Files,Switch
843,9,The game is being review bombed.Read the critics reviews.The game is great.,any13th,"Feb 11, 2020",AI: The Somnium Files,Switch
844,10,Uchikoshi is a genius and does not deserve to be review bombed.This game is a masterpiece,Cantonbrowncoat,"Feb 11, 2020",AI: The Somnium Files,Switch
845,10,Uchikoshi's games are always a treat and AI: Somnium Files is no exception. The story was a gripping mystery from start to finish characters are very well written and I'm a huge fan of the character designer from his work with the fire emblem series.,aceofwar20,"Feb 11, 2020",AI: The Somnium Files,Switch
846,10,AI: The Somnium Files is one of the best visual novels i've ever played.It easily holds up to the zero escape series.The characters are a lot more complex than the review bombers say (because most of them just copy pasted one review).,flojo1797,"Feb 11, 2020",AI: The Somnium Files,Switch
847,10,A genuinely fun and moving detective thriller from the folks who brought you Zero Escape.,franklinEB,"Feb 11, 2020",AI: The Somnium Files,Switch
848,9,"I'm a big fan of Uchikoshi's previous work, so when I saw this game coming out I was chomping at the bit to get it. And believe me, I was not disappointed. A truly incredible story and characters throughout.Basically my only complaint is that it's not the most well optimized game for switch. It is still perfectly playable, but I'd recommend it for steam or ps4 first if those are options for you. But absolutely pick the game up if you can. You won't regret it.",Kevandre,"Feb 11, 2020",AI: The Somnium Files,Switch
